,Player,Link,StartYear,EndYear,Position,Tenure,Height,Weight,Birthday,All_Star_apps,All_NBA_apps,All_Def_apps,HOF,Games,PPG,TRPG,APG,FG_pct,3_pt_pct,FT_pct,eFG_pct,PER,WS
2807,Chris Webber,/players/w/webbech01.html,1994,2008,FC,14,206cm,111kg,1973-03-01,5,5,0,0,831,20.7,9.8,4.2,47.9,29.9,64.9,48.7,20.9,84.7
2808,Briante Weber,/players/w/weberbr01.html,2016,2018,G,2,188cm,74kg,1992-12-29,0,0,0,0,45,3.2,1.9,1.4,40.8,19.2,73.3,42.6,10.1,0.6
2809,Jeff Webster,/players/w/webstje01.html,1996,1996,F,0,203cm,105kg,1971-02-19,0,0,0,0,11,1.6,0.6,0.3,34.8,33.3,-,39.1,7.0,0.0
2810,Martell Webster,/players/w/webstma02.html,2006,2015,GF,9,201cm,104kg,1986-12-04,0,0,0,0,580,8.7,3.1,1.0,41.8,38.2,79.1,51.5,11.7,24.7
2811,Sonny Weems,/players/w/weemsso01.html,2009,2016,GF,7,198cm,92kg,1986-07-08,0,0,0,0,183,6.5,2.2,1.4,46.5,28.3,70.2,48.0,10.1,0.0
2812,Brant Weidner,/players/w/weidnbr01.html,1984,1984,F,0,206cm,104kg,1960-10-28,0,0,0,0,8,1.0,1.4,0.0,22.2,-,100.0,22.2,5.4,0.0
2813,Bonzi Wells,/players/w/wellsbo01.html,1999,2008,GF,9,196cm,95kg,1976-09-28,0,0,0,0,591,12.1,4.6,2.1,46.0,32.7,69.7,47.9,16.1,29.4
2814,Bubba Wells,/players/w/wellsbu01.html,1998,1998,F,0,196cm,104kg,1974-07-26,0,0,0,0,39,3.3,1.7,0.9,41.4,16.7,72.1,41.8,11.1,0.1
2815,Chris Welp,/players/w/welpch01.html,1988,1990,C,2,213cm,111kg,1964-01-02,0,0,0,0,109,3.3,2.4,0.4,44.6,0.0,68.1,44.6,8.7,1.0
2816,Jiří Welsch,/players/w/welscji01.html,2003,2006,G,3,201cm,94kg,1980-01-27,0,0,0,0,247,6.1,2.4,1.5,40.3,34.3,75.2,44.9,11.2,5.7
2817,Thomas Welsh,/players/w/welshth01.html,2019,2019,C,0,213cm,115kg,1996-02-03,0,0,0,0,11,1.6,0.4,0.5,53.8,42.9,50.0,65.4,16.1,0.1
2818,Bill Wennington,/players/w/wennibi01.html,1986,2000,C,14,213cm,111kg,1963-04-26,0,0,0,0,720,4.6,3.0,0.6,45.9,13.9,78.7,46.0,10.9,17.7
2819,Matt Wenstrom,/players/w/wenstma01.html,1994,1994,C,0,216cm,113kg,1970-11-04,0,0,0,0,11,1.6,1.1,0.0,60.0,-,60.0,60.0,15.6,0.1
2820,Robert Werdann,/players/w/werdaro01.html,1993,1997,C,4,211cm,113kg,1970-09-12,0,0,0,0,47,2.1,1.7,0.2,37.8,0.0,57.4,37.8,9.8,0.1
2821,David Wesley,/players/w/wesleda01.html,1994,2007,G,13,183cm,86kg,1970-11-14,0,0,0,0,949,12.5,2.5,4.4,42.4,36.8,78.6,48.0,14.2,61.3
2822,David West,/players/w/westda01.html,2004,2018,FC,14,206cm,113kg,1980-08-29,2,0,0,0,1034,13.6,6.4,2.2,49.5,26.5,81.7,49.8,18.6,85.9
2823,Delonte West,/players/w/westde01.html,2005,2012,G,7,193cm,81kg,1983-07-26,0,0,0,0,432,9.7,2.9,3.6,44.8,37.2,82.6,50.1,13.9,24.5
2824,Doug West,/players/w/westdo01.html,1990,2001,GF,11,198cm,90kg,1967-05-27,0,0,0,0,676,9.6,2.5,1.9,48.1,19.1,80.1,48.4,11.5,17.7
2825,Mario West,/players/w/westma02.html,2008,2011,G,3,196cm,95kg,1984-06-19,0,0,0,0,162,1.0,0.9,0.3,44.8,20.0,56.3,45.6,9.4,1.4
2826,Mark West,/players/w/westma01.html,1984,2000,CF,16,208cm,104kg,1960-11-05,0,0,0,0,1090,5.7,4.9,0.4,58.0,0.0,56.8,58.0,12.0,41.9
2827,Russell Westbrook,/players/w/westbru01.html,2009,2020,G,11,190cm,90kg,1988-11-12,9,9,0,0,878,23.2,7.1,8.3,43.7,30.5,79.9,46.7,23.5,101.1
2828,Robert Whaley,/players/w/whalero01.html,2006,2006,C,0,208cm,117kg,1982-04-16,0,0,0,0,23,2.1,1.9,0.7,40.4,-,50.0,40.4,7.6,0.0
2829,Ennis Whatley,/players/w/whatlen01.html,1984,1997,G,13,190cm,80kg,1962-08-11,0,0,0,0,385,5.6,1.8,4.6,46.8,9.7,75.5,46.9,13.0,9.6
2830,DeJuan Wheat,/players/w/wheatde01.html,1998,1999,G,1,183cm,74kg,1973-10-14,0,0,0,0,80,3.3,0.7,1.6,38.3,39.0,70.0,44.4,12.9,0.5
2831,Clinton Wheeler,/players/w/wheelcl01.html,1988,1989,G,1,185cm,83kg,1959-10-27,0,0,0,0,87,2.9,0.8,1.8,48.9,0.0,74.1,48.9,12.3,1.1
2832,Tyson Wheeler,/players/w/wheelty01.html,1999,1999,G,0,178cm,74kg,1975-10-08,0,0,0,0,1,4.0,0.0,2.0,100.0,100.0,50.0,150.0,76.1,0.1
2833,Andrew White,/players/w/whitean01.html,2018,2018,G,0,201cm,95kg,1993-06-16,0,0,0,0,15,4.6,2.3,0.4,34.2,36.7,25.0,46.6,5.8,-0.1
2834,Coby White,/players/w/whiteco01.html,2020,2020,G,0,193cm,88kg,2000-02-16,0,0,0,0,65,13.2,3.5,2.7,39.4,35.4,79.1,47.8,11.9,0.9
2835,D.J. White,/players/w/whitedj01.html,2009,2014,F,5,206cm,113kg,1986-08-31,0,0,0,0,138,5.9,3.2,0.6,50.7,33.3,72.0,50.7,14.5,3.8
2836,Derrick White,/players/w/whitede01.html,2018,2020,G,2,193cm,86kg,1994-07-02,0,0,0,0,152,9.8,3.3,3.4,46.9,36.4,81.6,52.9,15.6,8.3
2837,Eric White,/players/w/whiteer01.html,1988,1989,F,1,203cm,90kg,1965-12-30,0,0,0,0,55,6.1,2.4,0.5,52.5,100.0,79.8,52.7,12.5,1.3
2838,Jahidi White,/players/w/whiteja01.html,1999,2005,FC,6,206cm,131kg,1976-02-19,0,0,0,0,334,5.9,5.8,0.2,51.0,0.0,53.4,51.0,14.2,10.4
2839,James White,/players/w/whiteja02.html,2007,2013,GF,6,201cm,90kg,1982-10-21,0,0,0,0,67,2.7,1.0,0.5,43.8,34.0,67.6,49.1,9.9,0.8
2840,Okaro White,/players/w/whiteok01.html,2017,2019,F,2,203cm,92kg,1992-08-13,0,0,0,0,44,2.7,2.2,0.5,38.1,34.0,88.0,45.7,7.6,0.8
2841,Randy White,/players/w/whitera01.html,1990,1994,F,4,203cm,108kg,1967-11-04,0,0,0,0,281,7.4,4.9,0.6,40.1,19.3,70.7,40.8,11.0,1.9
2842,Rodney White,/players/w/whitero02.html,2002,2005,F,3,206cm,107kg,1980-06-28,0,0,0,0,218,7.1,2.2,1.1,42.4,31.4,74.9,45.5,12.3,1.8
2843,Rory White,/players/w/whitero01.html,1983,1987,F,4,203cm,95kg,1959-08-16,0,0,0,0,324,7.4,2.3,0.7,50.6,7.7,68.1,50.6,12.4,6.5
2844,Royce White,/players/w/whitero03.html,2014,2014,F,0,203cm,122kg,1991-04-10,0,0,0,0,3,0.0,0.0,0.0,0.0,-,-,0.0,-8.3,0.0
2845,Tony White,/players/w/whiteto01.html,1988,1988,G,0,188cm,77kg,1965-02-15,0,0,0,0,49,5.3,0.6,1.2,44.6,0.0,72.2,44.6,9.4,-0.3
2846,Willie White,/players/w/whitewi01.html,1985,1986,G,1,190cm,88kg,1962-08-20,0,0,0,0,82,3.7,1.0,1.0,43.2,31.3,74.1,44.9,13.2,0.3
2847,Isaiah Whitehead,/players/w/whiteis01.html,2017,2018,G,1,193cm,96kg,1995-03-08,0,0,0,0,89,7.2,2.4,2.4,41.1,30.5,78.8,45.4,7.9,-0.9
2848,Jerome Whitehead,/players/w/whiteje01.html,1979,1989,CF,10,208cm,99kg,1956-09-30,0,0,0,0,679,6.5,4.8,0.6,49.7,0.0,71.8,49.7,12.0,16.4
2849,Donald Whiteside,/players/w/whitedo01.html,1997,1998,G,1,178cm,72kg,1969-04-25,0,0,0,0,30,2.0,0.4,1.2,33.3,32.4,64.7,43.9,7.2,0.1
2850,Hassan Whiteside,/players/w/whiteha01.html,2011,2020,C,9,213cm,120kg,1989-06-13,0,0,0,0,410,13.7,11.7,0.7,58.2,32.0,60.8,58.3,24.3,45.3
2851,Dwayne Whitfield,/players/w/whitfdw01.html,1996,1996,F,0,206cm,108kg,1972-08-21,0,0,0,0,8,5.0,3.1,0.3,43.3,-,63.6,43.3,9.3,0.0
2852,Chris Whitney,/players/w/whitnch01.html,1994,2004,G,10,183cm,76kg,1971-10-05,0,0,0,0,579,6.5,1.4,2.8,39.5,36.1,87.5,48.3,13.8,21.2
2853,Hawkeye Whitney,/players/w/whitnha02.html,1981,1982,GF,1,196cm,106kg,1957-06-22,0,0,0,0,70,5.8,2.1,1.2,46.2,28.6,75.0,46.4,11.8,1.3
2854,Shayne Whittington,/players/w/whittsh01.html,2015,2016,FC,1,211cm,113kg,1991-03-27,0,0,0,0,27,2.5,1.5,0.3,45.3,12.5,76.0,46.2,16.5,0.4
2855,Andrew Wiggins,/players/w/wiggian01.html,2015,2020,FG,5,201cm,89kg,1995-02-23,0,0,0,0,454,19.7,4.4,2.3,44.1,33.2,73.2,47.7,14.7,15.0
2856,Mitchell Wiggins,/players/w/wiggimi01.html,1984,1992,G,8,193cm,83kg,1959-09-28,0,0,0,0,389,10.0,3.2,1.6,46.0,19.2,75.5,46.2,13.8,15.2
2857,C.J. Wilcox,/players/w/wilcocj01.html,2015,2017,G,2,196cm,88kg,1990-12-30,0,0,0,0,66,2.0,0.5,0.5,37.0,33.3,81.3,44.1,8.8,0.1
2858,Chris Wilcox,/players/w/wilcoch01.html,2003,2013,F,10,208cm,100kg,1982-09-03,0,0,0,0,628,8.2,4.9,0.7,54.1,0.0,64.3,54.1,15.5,26.9
2859,Jacob Wiley,/players/w/wileyja01.html,2018,2018,F,0,201cm,97kg,1994-09-04,0,0,0,0,5,0.8,2.2,0.4,25.0,50.0,50.0,37.5,8.2,0.1
2860,Michael Wiley,/players/w/wileymi01.html,1981,1982,F,1,206cm,90kg,1957-10-16,0,0,0,0,94,7.4,2.6,0.7,56.1,0.0,70.9,56.1,17.0,2.9
2861,Morlon Wiley,/players/w/wileymo01.html,1989,1995,G,6,193cm,83kg,1966-09-24,0,0,0,0,295,3.7,1.2,2.4,41.2,35.4,70.7,47.5,10.6,2.7
2862,James Wilkes,/players/w/wilkeja02.html,1981,1983,F,2,201cm,88kg,1958-04-01,0,0,0,0,114,4.8,2.4,0.9,46.3,0.0,72.3,46.3,11.2,2.0
2863,Damien Wilkins,/players/w/wilkida02.html,2005,2018,FG,13,198cm,102kg,1980-01-11,0,0,0,0,582,6.2,2.3,1.4,42.6,32.7,78.3,45.8,11.5,12.1
2864,Dominique Wilkins,/players/w/wilkido01.html,1983,1999,FG,16,203cm,97kg,1960-01-12,9,7,0,Hall of Fame,1074,24.8,6.7,2.5,46.1,31.9,81.1,47.8,21.6,117.5
2865,Eddie Lee Wilkins,/players/w/wilkied01.html,1985,1993,FC,8,208cm,99kg,1962-05-07,0,0,0,0,322,4.8,3.1,0.2,47.0,0.0,56.4,47.0,10.2,2.5
2866,Gerald Wilkins,/players/w/wilkige01.html,1986,1999,GF,13,198cm,83kg,1963-09-11,0,0,0,0,900,13.0,2.9,3.0,45.0,31.6,74.5,47.0,13.0,33.9
2867,Jeff Wilkins,/players/w/wilkije01.html,1981,1986,CF,5,211cm,104kg,1955-03-09,0,0,0,0,454,7.9,5.7,1.0,45.9,0.0,74.3,45.9,10.5,8.8
2868,Dale Wilkinson,/players/w/wilkida01.html,1985,1985,F,0,208cm,99kg,1960-03-18,0,0,0,0,12,1.2,0.3,0.2,25.0,0.0,85.7,25.0,-1.3,-0.1
2869,Mike Wilks,/players/w/wilksmi01.html,2003,2010,G,7,178cm,83kg,1979-05-07,0,0,0,0,233,2.5,1.0,1.2,40.2,32.1,74.1,43.3,10.0,2.5
2870,Aaron Williams,/players/w/williaa01.html,1994,2008,FC,14,206cm,99kg,1971-10-02,0,0,0,0,715,5.8,3.9,0.7,49.3,6.3,74.0,49.3,13.9,28.7
2871,Alan Williams,/players/w/willial03.html,2016,2019,FC,3,203cm,120kg,1993-01-28,0,0,0,0,67,6.2,5.5,0.6,50.6,0.0,62.6,50.6,19.2,2.5
2872,Alvin Williams,/players/w/willial02.html,1998,2007,G,9,196cm,83kg,1974-08-06,0,0,0,0,460,9.0,2.5,4.1,42.1,31.3,76.0,44.8,13.7,21.7
2873,Brandon Williams,/players/w/willibr01.html,1998,2003,G,5,198cm,97kg,1975-02-27,0,0,0,0,18,2.3,1.0,0.2,29.8,30.0,50.0,32.5,1.9,-0.4
2874,Buck Williams,/players/w/willibu01.html,1982,1998,FC,16,203cm,97kg,1960-03-08,3,0,4,0,1307,12.8,10.0,1.3,54.9,16.7,66.4,54.9,15.3,120.1
2875,C.J. Williams,/players/w/willicj01.html,2018,2019,G,1,196cm,102kg,1990-02-06,0,0,0,0,53,4.7,1.2,1.0,44.8,28.7,76.5,50.6,9.4,0.9
2876,Corey Williams,/players/w/willico01.html,1993,1994,G,1,188cm,86kg,1970-04-24,0,0,0,0,39,2.4,0.9,0.7,36.7,25.0,82.6,37.2,9.1,0.2
2877,Deron Williams,/players/w/willide01.html,2006,2017,G,11,190cm,90kg,1984-06-26,3,2,0,0,845,16.3,3.1,8.1,44.5,35.7,82.2,49.8,18.2,77.3
2878,Derrick Williams,/players/w/willide02.html,2012,2018,F,6,203cm,108kg,1991-05-25,0,0,0,0,428,8.9,4.0,0.7,43.4,30.0,71.0,47.5,13.4,14.1
2879,Duck Williams,/players/w/willidu01.html,1980,1980,G,0,188cm,81kg,1956-08-02,0,0,0,0,77,6.6,1.4,2.4,44.7,0.0,70.0,44.7,8.6,-0.3
2880,Elliot Williams,/players/w/williel01.html,2012,2016,G,4,196cm,86kg,1989-06-20,0,0,0,0,109,4.9,1.5,0.9,42.1,31.0,66.9,48.0,9.5,0.7
2881,Eric Williams,/players/w/willier01.html,1996,2007,F,11,203cm,99kg,1972-07-17,0,0,0,0,658,8.6,3.3,1.4,41.5,31.8,73.6,44.0,11.7,23.2
2882,Frank Williams,/players/w/willifr02.html,2003,2005,G,2,190cm,96kg,1980-02-25,0,0,0,0,86,2.9,0.9,1.9,35.2,30.0,83.3,39.8,9.2,0.1
2883,Freeman Williams,/players/w/willifr01.html,1979,1986,GF,7,193cm,86kg,1956-05-15,0,0,0,0,323,14.7,1.6,1.6,46.7,33.1,82.4,48.2,17.9,10.0
2884,Grant Williams,/players/w/willigr01.html,2020,2020,F,0,198cm,107kg,1998-11-30,0,0,0,0,69,3.4,2.6,1.0,41.2,25.0,72.2,46.9,7.9,1.6
2885,Guy Williams,/players/w/willigu02.html,1985,1986,F,1,206cm,90kg,1960-07-01,0,0,0,0,26,2.6,1.3,0.3,45.6,25.0,45.5,46.3,13.6,0.2
2886,Herb Williams,/players/w/willihe01.html,1982,1999,CF,17,208cm,109kg,1958-02-16,0,0,0,0,1102,10.8,5.9,1.7,46.7,9.5,69.6,46.8,13.6,36.1
2887,Hot Rod Williams,/players/w/williho01.html,1987,1999,FC,12,211cm,97kg,1962-08-09,0,0,0,0,887,11.0,6.8,1.8,48.0,10.5,72.6,48.0,15.6,70.5
2888,Jason Williams,/players/w/willija02.html,1999,2011,G,12,185cm,86kg,1975-11-18,0,0,0,0,788,10.5,2.3,5.9,39.8,32.7,81.3,47.9,14.2,38.5
2889,Jawad Williams,/players/w/willija04.html,2009,2011,F,2,206cm,98kg,1983-02-19,0,0,0,0,90,3.8,1.5,0.6,36.9,31.3,71.9,43.5,7.1,0.5
2890,Jay Williams,/players/w/willija03.html,2003,2003,G,0,188cm,88kg,1981-09-10,0,0,0,0,75,9.5,2.6,4.7,39.9,32.2,64.0,44.6,12.2,0.8
2891,Jayson Williams,/players/w/willija01.html,1991,1999,FC,8,206cm,108kg,1968-02-22,1,0,0,0,475,7.3,7.5,0.6,44.0,12.5,60.6,44.0,15.1,20.0
2892,Jerome Williams,/players/w/willije01.html,1997,2005,F,8,206cm,93kg,1973-05-10,0,0,0,0,587,6.6,6.4,0.8,50.2,3.8,64.5,50.2,15.9,37.9
2893,John Williams,/players/w/willijo02.html,1987,1995,FC,8,203cm,106kg,1966-10-26,0,0,0,0,435,10.1,5.1,2.9,45.1,22.5,70.4,45.9,14.6,19.9
2894,Johnathan Williams,/players/w/willijo04.html,2019,2020,F,1,206cm,103kg,1995-05-22,0,0,0,0,39,5.2,4.2,0.5,58.3,0.0,55.7,58.3,14.8,1.5
2895,Jordan Williams,/players/w/willijo03.html,2012,2012,F,0,208cm,117kg,1990-10-11,0,0,0,0,43,4.6,3.6,0.3,50.7,-,65.2,50.7,14.5,1.3
2896,Justin Williams,/players/w/williju01.html,2007,2008,F,1,208cm,102kg,1984-05-12,0,0,0,0,49,3.4,3.3,0.0,57.3,0.0,34.8,57.3,16.2,1.1
2897,Kenny Williams,/players/w/willike03.html,1991,1994,F,3,206cm,92kg,1969-06-09,0,0,0,0,260,4.8,2.7,0.6,51.1,0.0,68.0,51.1,16.1,7.4
2898,Kenrich Williams,/players/w/willike04.html,2019,2020,GF,1,198cm,95kg,1994-12-02,0,0,0,0,85,4.9,4.8,1.6,37.1,30.4,48.9,46.1,8.7,2.0
2899,Kevin Williams,/players/w/willike01.html,1984,1989,G,5,188cm,79kg,1961-09-11,0,0,0,0,260,4.9,1.4,1.2,43.5,7.7,80.5,43.6,10.6,2.6
2900,Lorenzo Williams,/players/w/willilo01.html,1993,2000,FC,7,206cm,90kg,1969-07-15,0,0,0,0,253,3.0,6.3,1.0,46.9,0.0,37.7,46.9,10.2,7.3
2901,Lou Williams,/players/w/willilo02.html,2006,2020,G,14,185cm,79kg,1986-10-27,0,0,0,0,1001,14.5,2.3,3.5,42.0,34.9,84.0,48.1,18.4,63.5
2902,Marcus Williams,/players/w/willima03.html,2007,2010,G,3,190cm,92kg,1985-12-03,0,0,0,0,203,5.6,1.8,2.8,38.6,32.1,76.7,44.3,11.0,0.0
2903,Marcus Williams,/players/w/willima04.html,2008,2009,F,1,201cm,92kg,1986-11-18,0,0,0,0,13,1.1,0.9,0.2,31.8,-,-,31.8,10.4,-0.1
2904,Marvin Williams,/players/w/willima02.html,2006,2020,F,14,203cm,107kg,1986-06-19,0,0,0,0,1072,10.2,5.2,1.3,44.3,36.1,80.8,50.2,13.6,65.1
2905,Matt Williams,/players/w/willima05.html,2018,2018,G,0,196cm,95kg,1993-10-14,0,0,0,0,3,1.7,0.3,0.0,33.3,20.0,-,41.7,-0.7,0.0
2906,Micheal Williams,/players/w/willimi02.html,1989,1999,G,10,188cm,79kg,1966-07-23,0,0,0,0,413,11.0,2.5,5.8,46.4,22.7,86.8,47.1,17.9,28.5
2907,Mike Williams,/players/w/willimi03.html,1990,1990,F,0,203cm,115kg,1963-08-14,0,0,0,0,21,0.7,1.1,0.1,33.3,0.0,50.0,33.3,3.5,0.0
2908,Mo Williams,/players/w/willima01.html,2004,2016,G,12,185cm,89kg,1982-12-19,1,0,0,0,818,13.2,2.8,4.9,43.4,37.8,87.1,49.3,15.0,40.0
2909,Monty Williams,/players/w/willimo01.html,1995,2003,F,8,203cm,102kg,1971-10-08,0,0,0,0,456,6.3,2.8,1.2,48.1,11.1,66.5,48.2,12.8,11.4
2910,Pete Williams,/players/w/willipe01.html,1986,1987,F,1,201cm,86kg,1965-03-10,0,0,0,0,58,2.6,2.5,0.3,60.2,-,42.5,60.2,11.4,1.4
2911,Reggie Williams,/players/w/willire01.html,1988,1997,FG,9,201cm,86kg,1964-03-05,0,0,0,0,599,12.5,4.0,2.5,43.7,29.8,78.4,46.4,14.2,26.0
2912,Reggie Williams,/players/w/willire02.html,2010,2017,F,7,198cm,92kg,1986-09-14,0,0,0,0,206,7.8,2.4,1.5,45.6,36.5,75.0,53.2,14.3,6.4
2913,Rickey Williams,/players/w/williri01.html,1983,1983,G,0,185cm,79kg,1957-03-12,0,0,0,0,44,3.3,0.9,0.8,41.5,0.0,66.0,41.5,9.6,-0.1
2914,Rob Williams,/players/w/williro02.html,1983,1984,G,1,188cm,79kg,1961-05-05,0,0,0,0,153,8.6,2.2,5.4,43.9,27.4,78.9,44.6,12.2,2.1
2915,Robert Williams,/players/w/williro04.html,2019,2020,CF,1,203cm,107kg,1997-10-17,0,0,0,0,61,3.8,3.4,0.6,71.9,-,63.3,71.9,21.3,3.2
2916,Sam Williams,/players/w/willisa02.html,1982,1985,F,3,203cm,95kg,1959-03-07,0,0,0,0,257,6.3,4.5,0.6,50.0,0.0,65.3,50.0,13.7,9.0
2917,Scott Williams,/players/w/willisc01.html,1991,2005,FC,14,208cm,104kg,1968-03-21,0,0,0,0,746,5.1,4.7,0.6,46.7,11.1,72.1,46.8,13.3,26.4
2918,Sean Williams,/players/w/willise01.html,2008,2012,CF,4,208cm,106kg,1986-09-13,0,0,0,0,137,4.2,3.4,0.3,51.1,0.0,62.4,51.1,12.4,3.0
2919,Shammond Williams,/players/w/willish01.html,1999,2007,G,8,185cm,91kg,1975-04-05,0,0,0,0,325,5.8,1.6,2.4,40.1,36.6,79.8,47.7,13.3,8.8
2920,Shawne Williams,/players/w/willish03.html,2007,2015,F,8,206cm,102kg,1986-02-16,0,0,0,0,314,5.6,3.0,0.7,40.3,33.9,75.5,48.9,10.5,6.7
2921,Shelden Williams,/players/w/willish02.html,2007,2012,F,5,206cm,113kg,1983-10-21,0,0,0,0,361,4.5,4.3,0.5,46.2,22.2,74.0,46.3,12.5,9.9
2922,Sly Williams,/players/w/willisl01.html,1980,1986,FG,6,201cm,95kg,1958-01-26,0,0,0,0,305,10.9,4.2,2.0,47.8,16.2,69.2,48.0,16.0,13.4
2923,Terrence Williams,/players/w/willite01.html,2010,2013,F,3,198cm,99kg,1987-06-28,0,0,0,0,153,7.1,3.6,2.4,41.2,31.7,65.9,43.9,11.5,-0.2
2924,Travis Williams,/players/w/willitr01.html,1998,1999,F,1,198cm,97kg,1969-05-27,0,0,0,0,47,3.2,2.4,0.5,47.0,0.0,54.0,47.0,13.0,0.5
2925,Troy Williams,/players/w/willitr02.html,2017,2019,F,2,201cm,98kg,1994-12-30,0,0,0,0,72,6.0,2.7,0.7,44.9,29.9,64.9,50.7,11.0,1.3
2926,Walt Williams,/players/w/williwa02.html,1993,2003,FG,10,203cm,99kg,1970-04-16,0,0,0,0,708,11.8,3.9,2.3,42.5,37.9,74.3,49.4,14.2,33.9
2927,Nigel Williams-Goss,/players/w/willini01.html,2020,2020,G,0,188cm,86kg,1994-09-16,0,0,0,0,10,1.4,0.6,0.6,31.3,28.6,100.0,37.5,8.1,0.0
2928,Corliss Williamson,/players/w/willico02.html,1996,2007,F,11,201cm,111kg,1973-12-04,0,0,0,0,822,11.1,3.9,1.2,49.0,13.6,71.4,49.0,14.9,34.7
2929,Zion Williamson,/players/w/willizi01.html,2020,2020,FC,0,198cm,128kg,2000-07-06,0,0,0,0,24,22.5,6.3,2.1,58.3,42.9,64.0,59.2,24.1,2.0
2930,Kevin Willis,/players/w/willike02.html,1985,2007,FC,22,213cm,99kg,1962-09-06,1,0,0,0,1424,12.1,8.4,0.9,48.7,21.1,71.3,48.8,15.7,81.8
2931,Dedric Willoughby,/players/w/willode01.html,2000,2000,GF,0,190cm,81kg,1974-05-27,0,0,0,0,25,7.6,2.0,2.6,34.1,29.6,76.5,42.2,12.2,0.4
2932,Bubba Wilson,/players/w/wilsobu01.html,1980,1980,G,0,190cm,79kg,1955-08-07,0,0,0,0,16,1.1,1.0,0.8,28.0,-,50.0,28.0,2.1,-0.2
2933,D.J. Wilson,/players/w/wilsodj01.html,2018,2020,F,2,208cm,104kg,1996-02-19,0,0,0,0,107,4.1,3.0,0.7,41.4,32.2,56.7,49.6,9.7,2.1
2934,Jamil Wilson,/players/w/wilsoja02.html,2018,2018,F,0,201cm,104kg,1990-11-21,0,0,0,0,15,7.0,2.1,0.7,46.9,42.9,50.0,63.6,11.4,0.5
2935,Michael Wilson,/players/w/wilsomi01.html,1984,1987,G,3,193cm,79kg,1959-09-15,0,0,0,0,32,3.4,1.1,1.4,43.8,0.0,75.0,43.8,10.1,0.3
2936,Nikita Wilson,/players/w/wilsoni01.html,1988,1988,F,0,203cm,90kg,1964-02-25,0,0,0,0,15,1.3,0.7,0.2,30.4,-,83.3,30.4,2.3,-0.1
2937,Othell Wilson,/players/w/wilsoot01.html,1985,1987,G,2,183cm,86kg,1961-10-26,0,0,0,0,127,4.2,1.7,3.3,45.4,17.6,74.6,46.0,11.3,1.4
2938,Rick Wilson,/players/w/wilsori01.html,1979,1980,G,1,196cm,90kg,1956-02-07,0,0,0,0,66,2.9,1.2,1.3,39.3,-,56.0,39.3,9.0,0.2
2939,Ricky Wilson,/players/w/wilsori02.html,1988,1988,G,0,190cm,88kg,1964-07-16,0,0,0,0,24,5.2,1.1,2.9,39.1,38.5,72.5,43.6,10.0,0.3
2940,Trevor Wilson,/players/w/wilsotr01.html,1991,1996,F,5,201cm,95kg,1968-03-16,0,0,0,0,103,5.7,3.4,1.0,45.6,0.0,56.7,45.6,11.3,0.8
2941,Kyle Wiltjer,/players/w/wiltjky01.html,2017,2017,F,0,208cm,108kg,1992-10-20,0,0,0,0,14,0.9,0.7,0.1,28.6,30.8,50.0,42.9,6.7,0.0
2942,Kennard Winchester,/players/w/winchke01.html,1991,1993,GF,2,196cm,95kg,1966-09-03,0,0,0,0,122,3.4,1.1,0.4,41.5,31.7,77.9,43.1,10.2,1.1
2943,David Wingate,/players/w/wingada01.html,1987,2001,GF,14,196cm,83kg,1963-12-15,0,0,0,0,740,5.6,1.9,1.9,44.5,27.2,73.8,45.5,10.0,11.7
2944,Dontonio Wingfield,/players/w/wingfdo01.html,1995,1998,F,3,203cm,116kg,1974-06-23,0,0,0,0,114,3.7,2.4,0.7,38.9,30.9,72.1,44.7,11.4,1.8
2945,Justise Winslow,/players/w/winslju01.html,2016,2020,F,4,198cm,100kg,1996-03-26,0,0,0,0,241,9.0,5.4,2.7,41.7,33.7,64.6,46.3,10.4,7.7
2946,Rickie Winslow,/players/w/winslri01.html,1988,1988,F,0,203cm,102kg,1964-07-26,0,0,0,0,7,1.0,1.0,0.3,23.1,0.0,50.0,23.1,-3.4,-0.2
2947,Trevor Winter,/players/w/wintetr01.html,1999,1999,C,0,213cm,124kg,1974-01-07,0,0,0,0,1,0.0,3.0,0.0,-,-,-,-,-4.3,0.0
2948,Voise Winters,/players/w/wintevo01.html,1986,1986,F,0,203cm,90kg,1962-10-12,0,0,0,0,4,1.5,0.8,0.0,23.1,0.0,-,23.1,-5.6,-0.1
2949,Jeff Withey,/players/w/witheje01.html,2014,2018,C,4,213cm,104kg,1990-03-07,0,0,0,0,206,3.2,2.5,0.3,52.5,14.3,71.6,52.7,16.9,6.8
2950,Randy Wittman,/players/w/wittmra01.html,1984,1992,GF,8,198cm,95kg,1959-10-28,0,0,0,0,543,7.4,1.4,2.2,50.1,32.1,75.3,50.4,11.2,17.2
2951,Garry Witts,/players/w/wittsga01.html,1982,1982,GF,0,201cm,86kg,1959-07-03,0,0,0,0,46,2.9,1.3,0.8,58.3,50.0,82.5,58.9,9.5,1.1
2952,Joe Wolf,/players/w/wolfjo01.html,1988,1999,FC,11,211cm,104kg,1964-12-17,0,0,0,0,592,4.2,3.3,1.0,42.3,16.4,77.0,42.7,7.8,3.5
2953,Rubén Wolkowyski,/players/w/wolkoru01.html,2001,2003,F,2,208cm,122kg,1973-09-30,0,0,0,0,41,2.0,1.1,0.1,32.5,0.0,68.4,32.5,6.0,-0.1
